level_abbrev, major, major_abbrev, specialization, spec_abbrev, subj_abbrev, no, name, hours, is_core, is_degree, is_major, semester
BS, Agribusiness, AGBE, , , AGBE,4301, Advanced Farm and Ranch Management,3, False, False, True,3
